game_id,name,ranking,expansion,accessory,categories,mechanics,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,usersrate,average,bayesaverage,stddev,numcomments,numweights,averageweight,votes_suggested_players,recom_plyrs_int,votes_best_players
14996,Ticket to Ride: Europe,142,False,False,['Trains'],"['Connections', 'End Game Bonuses', 'Hand Management', 'Network and Route Building', 'Open Drafting', 'Push Your Luck', 'Set Collection']",2005,2,5,60,30,60,8,67518,7.537,7.41595,1.1935,9677,3720,1.925,934,4,653
308765,Praga Caput Regni,143,False,False,"['City Building', 'Medieval', 'Puzzle']","['Area Majority / Influence', 'Enclosure', 'End Game Bonuses', 'Hexagon Grid', 'Income', 'Three Dimensional Movement', 'Tile Placement', 'Track Movement', 'Variable Set-up']",2020,1,4,150,45,150,12,6278,8.0125,7.41503,1.20029,891,326,3.7454,159,3,92
233867,Welcome To...,144,False,False,['City Building'],"['Bingo', 'Contracts', 'Paper-and-Pencil', 'Pattern Building', 'Solo / Solitaire Game']",2018,1,100,25,25,25,10,25247,7.57678,7.4128,1.12275,3284,469,1.8273,267,4,133
220877,Rajas of the Ganges,145,False,False,"['Dice', 'Economic', 'Territory Building']","['Connections', 'Dice Rolling', 'Network and Route Building', 'Race', 'Tile Placement', 'Worker Placement', 'Worker Placement with Dice Workers']",2017,2,4,75,45,75,12,11799,7.72869,7.40984,1.1435,1744,366,2.8934,179,4,80
254640,Just One,146,False,False,"['Party Game', 'Word Game']","['Communication Limits', 'Cooperative Game']",2018,3,7,20,20,20,8,19722,7.60937,7.40958,1.18769,2685,361,1.0499,263,6,180
77423,The Lord of the Rings: The Card Game,147,False,False,"['Adventure', 'Card Game', 'Collectible Components', 'Fantasy', 'Novel-based']","['Cooperative Game', 'Deck Construction', 'Events', 'Hand Management', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Variable Set-up']",2011,1,2,60,30,60,13,22930,7.66209,7.40876,1.55054,4629,1397,3.1954,714,2,476
148949,Istanbul,148,False,False,['Economic'],"['Contracts', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Network and Route Building', 'Pick-up and Deliver', 'Race', 'Variable Set-up', 'Worker Placement']",2014,2,5,60,40,60,10,28750,7.55671,7.40723,1.14387,4203,1047,2.5826,341,4,204
82222,Xia: Legends of a Drift System,149,False,False,"['Adventure', 'Exploration', 'Fighting', 'Science Fiction', 'Space Exploration', 'Transportation']","['Action Points', 'Dice Rolling', 'Grid Movement', 'Map Addition', 'Modular Board', 'Pick-up and Deliver', 'Roll / Spin and Move', 'Tile Placement', 'Variable Player Powers']",2014,3,5,180,60,180,12,8937,7.87721,7.40206,1.56629,2047,353,3.187,223,3,118
244522,That's Pretty Clever!,150,False,False,"['Dice', 'Number']","['Dice Rolling', 'Highest-Lowest Scoring', 'Paper-and-Pencil', 'Re-rolling and Locking', 'Solo / Solitaire Game']",2018,1,4,30,30,30,8,20074,7.60221,7.40086,1.12595,2758,454,1.8789,331,2,208
283948,Marco Polo II: In the Service of the Khan,151,False,False,"['Dice', 'Economic', 'Medieval', 'Travel']","['Contracts', 'Dice Rolling', 'Point to Point Movement', 'Resource to Move', 'Variable Player Powers', 'Worker Placement', 'Worker Placement with Dice Workers']",2019,2,4,120,60,120,12,5725,8.03402,7.39952,1.15075,767,213,3.3662,99,3,59
9609,War of the Ring,152,False,False,"['Adventure', 'Fantasy', 'Fighting', 'Novel-based', 'Territory Building', 'Wargame']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Events', 'Hand Management']",2004,2,4,120,120,120,12,10376,7.77218,7.39184,1.63337,3020,1401,3.8437,327,2,289
287954,Azul: Summer Pavilion,153,False,False,"['Abstract Strategy', 'Puzzle']","['End Game Bonuses', 'Open Drafting', 'Pattern Building', 'Set Collection', 'Tile Placement', 'Turn Order: Claim Action']",2019,2,4,45,30,45,8,12274,7.71434,7.39153,1.15056,1572,265,2.0566,141,3,75
43111,Chaos in the Old World,154,False,False,"['Fantasy', 'Fighting', 'Horror', 'Mythology', 'Wargame']","['Action Points', 'Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Events', 'Hand Management', 'Role Playing', 'Take That', 'Variable Player Powers']",2009,3,4,120,60,120,13,15032,7.66871,7.39045,1.48412,3061,912,3.1963,412,4,373
265188,Glen More II: Chronicles,155,False,False,"['City Building', 'Economic', 'Farming', 'Territory Building']","['Commodity Speculation', 'Grid Movement', 'Market', 'Set Collection', 'Tile Placement', 'Time Track']",2019,2,4,120,90,120,12,6348,7.95984,7.39006,1.15642,1078,230,3.0348,134,3,86
104162,Descent: Journeys in the Dark (Second Edition),156,False,False,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Hand Management', 'Line of Sight', 'Map Addition', 'Modular Board', 'Movement Points', 'Multiple Maps', 'Scenario / Mission / Campaign Game', 'Stat Check Resolution', 'Team-Based Game', 'Variable Player Powers']",2012,1,5,120,120,120,14,24308,7.64369,7.38804,1.47745,4045,1124,3.21,437,5,268
296151,Viscounts of the West Kingdom,157,False,False,['Medieval'],"['Area Majority / Influence', 'Deck, Bag, and Pool Building', 'End Game Bonuses', 'Hand Management', 'Modular Board', 'Rondel', 'Set Collection', 'Solo / Solitaire Game', 'Variable Player Powers']",2020,1,4,90,60,90,12,7191,7.91127,7.38575,1.19111,1107,321,3.4486,157,3,87
463,Magic: The Gathering,158,False,False,"['Card Game', 'Collectible Components', 'Fantasy', 'Fighting']","['Betting and Bluffing', 'Closed Drafting', 'Deck Construction', 'Hand Management', 'Interrupts', 'Player Elimination', 'Take That']",1993,2,2,20,20,20,13,36308,7.55548,7.38405,1.83795,7362,2194,3.2379,542,2,441
54043,Jaipur,159,False,False,"['Animals', 'Card Game', 'Economic']","['Hand Management', 'Hidden Victory Points', 'Market', 'Open Drafting', 'Score-and-Reset Game', 'Set Collection']",2009,2,2,30,30,30,12,44792,7.49695,7.38374,1.09984,7243,1598,1.4737,411,2,385
10630,Memoir '44,160,False,False,"['Miniatures', 'Wargame', 'World War II']","['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Die Icon Resolution', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Line of Sight', 'Modular Board', 'Movement Points', 'Scenario / Mission / Campaign Game', 'Simulation', 'Team-Based Game', 'Variable Set-up']",2004,2,8,60,30,60,8,28070,7.5521,7.37273,1.37733,6859,2306,2.2723,314,2,285
282524,Horrified,161,False,False,"['Horror', 'Miniatures', 'Movies / TV / Radio theme']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Pick-up and Deliver', 'Point to Point Movement', 'Solo / Solitaire Game', 'Variable Player Powers', 'Variable Set-up']",2019,1,5,60,60,60,10,12262,7.72535,7.37041,1.13085,2098,264,2.0568,171,3,99
188920,This War of Mine: The Board Game,162,False,False,"['Adventure', 'Exploration', 'Mature / Adult', 'Modern Warfare', 'Video Game Theme']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Events', 'Grid Movement', 'Narrative Choice / Paragraph', 'Push Your Luck', 'Role Playing', 'Scenario / Mission / Campaign Game', 'Simulation', 'Solo / Solitaire Game', 'Storytelling', 'Variable Player Powers', 'Worker Placement']",2017,1,6,120,45,120,18,11102,7.79591,7.36422,1.558,2129,401,3.2868,436,1,325
249259,War Chest,163,False,False,"['Abstract Strategy', 'Medieval', 'Wargame']","['Area Majority / Influence', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Grid Movement', 'Hand Management', 'Hexagon Grid', 'Scenario / Mission / Campaign Game', 'Take That', 'Team-Based Game', 'Turn Order: Claim Action', 'Variable Player Powers']",2018,2,4,30,30,30,14,6977,7.92982,7.36409,1.32256,1107,171,2.2749,121,2,96
328871,Terraforming Mars: Ares Expedition,164,False,False,"['Card Game', 'Science Fiction']","['Follow', 'Hand Management', 'Income', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Variable Phase Order', 'Variable Player Powers']",2021,1,4,60,45,60,14,10331,7.73337,7.36364,1.41913,1916,258,2.9264,211,3,90
17133,Railways of the World,165,False,False,"['Trains', 'Transportation', 'Video Game Theme']","['Action Points', 'Connections', 'End Game Bonuses', 'Hexagon Grid', 'Income', 'Loans', 'Network and Route Building', 'Open Drafting', 'Ownership', 'Pick-up and Deliver', 'Tile Placement', 'Turn Order: Auction']",2005,2,6,120,120,120,10,11760,7.67625,7.36352,1.34234,3338,1369,3.0183,222,5,133
128882,The Resistance: Avalon,166,False,False,"['Bluffing', 'Card Game', 'Deduction', 'Fantasy', 'Medieval', 'Negotiation', 'Party Game', 'Spies/Secret Agents']","['Finale Ending', 'Hidden Roles', 'Roles with Asymmetric Information', 'Simultaneous Action Selection', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers', 'Voting']",2012,5,10,30,30,30,13,30484,7.54265,7.36149,1.51017,4521,978,1.7577,436,7,276
39463,Cosmic Encounter,167,False,False,"['Bluffing', 'Negotiation', 'Science Fiction', 'Space Exploration']","['Alliances', 'Card Play Conflict Resolution', 'Hand Management', 'Interrupts', 'Negotiation', ""Prisoner's Dilemma"", 'Race', 'Simultaneous Action Selection', 'Take That', 'Trading', 'Variable Player Powers']",2008,3,5,120,60,120,12,30345,7.53473,7.36091,1.70001,6107,1361,2.5819,640,5,497
155426,Castles of Mad King Ludwig,168,False,False,"['Post-Napoleonic', 'Puzzle']","['Auction: Dutch', 'End Game Bonuses', 'Hidden Victory Points', 'I Cut, You Choose', 'Pattern Building', 'Set Collection', 'Tile Placement', 'Turn Order: Progressive']",2014,1,4,90,90,90,13,24056,7.53031,7.35805,1.23808,4071,839,2.6555,328,4,194
150376,Dead of Winter: A Crossroads Game,169,False,False,"['Bluffing', 'Deduction', 'Horror', 'Zombies']","['Action Points', 'Area Movement', 'Dice Rolling', 'Hand Management', 'Narrative Choice / Paragraph', 'Push Your Luck', 'Semi-Cooperative Game', 'Storytelling', 'Trading', 'Traitor Game', 'Variable Player Powers', 'Voting']",2014,2,5,120,60,120,13,43290,7.50878,7.35734,1.43567,6120,1576,3.0127,661,4,449
70149,Ora et Labora,170,False,False,"['City Building', 'Economic', 'Industry / Manufacturing', 'Medieval', 'Religious', 'Territory Building']","['Increase Value of Unchosen Resources', 'Modular Board', 'Network and Route Building', 'Worker Placement', 'Worker Placement, Different Worker Types']",2011,1,4,180,60,180,13,10452,7.6958,7.35629,1.36305,1962,660,3.8909,201,3,121
189932,Tyrants of the Underdark,171,False,False,"['Fantasy', 'Fighting']","['Area Majority / Influence', 'Connections', 'Deck, Bag, and Pool Building', 'Delayed Purchase', 'Variable Set-up', 'Zone of Control']",2016,2,4,60,60,60,14,6957,7.91013,7.3553,1.21662,1082,173,2.5665,145,4,86
199561,Sagrada,172,False,False,"['Dice', 'Puzzle']","['Contracts', 'Dice Rolling', 'End Game Bonuses', 'Grid Coverage', 'Open Drafting', 'Pattern Building', 'Set Collection', 'Solo / Solitaire Game', 'Turn Order: Progressive', 'Variable Set-up']",2017,1,4,45,30,45,14,34130,7.50125,7.35424,1.15489,4746,711,1.9142,419,2,194
103343,A Game of Thrones: The Board Game (Second Edition),173,False,False,"['Bluffing', 'Fantasy', 'Negotiation', 'Novel-based', 'Political', 'Wargame']","['Alliances', 'Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Auction: Sealed Bid', 'Card Play Conflict Resolution', 'Hand Management', 'Negotiation', 'Order Counters', 'Player Elimination', ""Prisoner's Dilemma"", 'Simultaneous Action Selection', 'Variable Player Powers']",2011,3,6,240,120,240,14,31777,7.56064,7.34952,1.53495,4702,1633,3.7232,944,6,806
268864,Undaunted: Normandy,174,False,False,"['Wargame', 'World War II']","['Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Open Drafting', 'Simulation']",2019,2,2,60,45,60,14,8164,7.82501,7.34649,1.21268,1306,210,2.2524,120,2,111
25021,Sekigahara: The Unification of Japan,175,False,False,"['Civil War', 'Pike and Shot', 'Wargame']","['Action Points', 'Card Play Conflict Resolution', 'Force Commitment', 'Hand Management', 'Point to Point Movement', 'Secret Unit Deployment', 'Turn Order: Auction', 'Variable Set-up']",2011,2,2,180,180,180,14,5174,8.01777,7.34602,1.27968,1398,348,2.8075,63,2,62
31627,Ticket to Ride: Nordic Countries,176,False,False,['Trains'],"['Hand Management', 'Network and Route Building', 'Open Drafting', 'Push Your Luck', 'Set Collection']",2007,2,3,60,30,60,8,12979,7.62836,7.33803,1.2302,2397,579,1.981,207,3,153
123260,Suburbia,177,False,False,"['City Building', 'Economic']","['Auction: Dutch', 'Catch the Leader', 'End Game Bonuses', 'Hexagon Grid', 'Open Drafting', 'Set Collection', 'Tile Placement']",2012,1,4,90,60,90,8,23517,7.49677,7.33798,1.25298,4137,955,2.7717,345,3,176
221194,Dinosaur Island,178,False,False,"['Animals', 'Economic', 'Science Fiction']","['Action Points', 'Dice Rolling', 'Income', 'Set Collection', 'Tile Placement', 'Worker Placement']",2017,1,4,120,90,120,8,14474,7.63174,7.33686,1.34339,2598,417,3.0384,161,3,71
14105,Commands & Colors: Ancients,179,False,False,"['Ancient', 'Wargame']","['Campaign / Battle Card Driven', 'Command Cards', 'Dice Rolling', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Simulation']",2006,2,2,60,60,60,12,8411,7.77082,7.3363,1.414,2728,1036,2.6902,158,2,139
209418,Dominion (Second Edition),180,False,False,"['Card Game', 'Medieval']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Open Drafting', 'Variable Set-up']",2016,2,4,30,30,30,14,7211,7.8823,7.33468,1.36634,843,146,2.1712,101,2,63
195421,Near and Far,181,False,False,"['Adventure', 'Exploration']","['Dice Rolling', 'Narrative Choice / Paragraph', 'Network and Route Building', 'Open Drafting', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Storytelling', 'Variable Player Powers', 'Worker Placement']",2017,2,4,120,90,120,13,9222,7.73066,7.32816,1.32341,1856,186,2.871,119,3,65
104006,Village,182,False,False,"['Economic', 'Farming', 'Medieval']","['Area Majority / Influence', 'Contracts', 'Set Collection', 'Turn Order: Claim Action', 'Worker Placement', 'Worker Placement, Different Worker Types']",2011,2,4,90,60,90,12,21948,7.50575,7.32788,1.19198,3572,1149,3.0714,319,4,194
171131,Captain Sonar,183,False,False,"['Deduction', 'Fighting', 'Nautical', 'Real-time']","['Grid Movement', 'Hidden Movement', 'Line Drawing', 'Real-Time', 'Role Playing', 'Secret Unit Deployment', 'Simulation', 'Team-Based Game']",2016,2,8,60,45,60,14,18786,7.53696,7.32512,1.37557,3133,326,2.1871,349,8,291
283155,Calico,184,False,False,"['Abstract Strategy', 'Animals', 'Puzzle']","['Enclosure', 'End Game Bonuses', 'Hexagon Grid', 'Open Drafting', 'Pattern Building', 'Scenario / Mission / Campaign Game', 'Set Collection', 'Solo / Solitaire Game', 'Tile Placement']",2020,1,4,45,30,45,10,12639,7.64511,7.32278,1.19839,1990,351,2.1937,228,2,126
21050,Combat Commander: Europe,185,False,False,"['Wargame', 'World War II']","['Advantage Token', 'Campaign / Battle Card Driven', 'Grid Movement', 'Hexagon Grid', 'Simulation', 'Variable Phase Order']",2006,2,2,180,60,180,12,5712,7.94842,7.32177,1.64228,1939,699,3.2504,146,2,129
12,Ra,186,False,False,"['Ancient', 'Mythology']","['Auction/Bidding', 'Auction: Once Around', 'Closed Economy Auction', 'Constrained Bidding', 'Push Your Luck', 'Set Collection']",1999,2,5,60,45,60,12,20538,7.49497,7.32101,1.33481,5511,1782,2.3462,448,4,248
126042,Nations,187,False,False,"['Card Game', 'Civilization', 'Economic']","['Events', 'Open Drafting', 'Turn Order: Pass Order', 'Variable Player Powers']",2013,1,5,200,40,200,14,11797,7.6199,7.32005,1.40554,2247,704,3.5426,273,3,132
188,Go,188,False,False,['Abstract Strategy'],"['Enclosure', 'Square Grid']",-2200,2,2,180,30,180,8,16105,7.64114,7.31876,1.90715,3951,1538,3.9369,240,2,229
242302,Space Base,189,False,False,"['Dice', 'Science Fiction', 'Space Exploration']","['Dice Rolling', 'Open Drafting', 'Random Production']",2018,2,5,60,60,60,14,14354,7.57216,7.31859,1.24183,2235,261,2.1034,206,3,95
245638,Coimbra,190,False,False,"['Dice', 'Renaissance']","['Action Drafting', 'Auction/Bidding', 'Dice Rolling', 'End Game Bonuses', 'Income', 'Open Drafting', 'Point to Point Movement', 'Set Collection', 'Tech Trees / Tech Tracks', 'Turn Order: Stat-Based', 'Variable Set-up', 'Worker Placement with Dice Workers']",2018,2,4,90,60,90,14,10586,7.65213,7.31768,1.16058,1585,427,3.26,188,3,84
182631,Star Realms: Colony Wars,191,False,False,"['Card Game', 'Fighting', 'Science Fiction']","['Deck, Bag, and Pool Building', 'Delayed Purchase', 'Hand Management', 'Open Drafting', 'Take That']",2015,2,2,20,20,20,12,7295,7.82352,7.31692,1.20196,1029,124,1.9032,46,2,45
148228,Splendor,192,False,False,"['Card Game', 'Economic', 'Renaissance']","['Contracts', 'Open Drafting', 'Race', 'Set Collection']",2014,2,4,30,30,30,10,70160,7.43189,7.31336,1.29171,10117,2443,1.7839,986,3,497
283355,Dune,193,False,False,"['Bluffing', 'Fighting', 'Negotiation', 'Novel-based', 'Political', 'Science Fiction', 'Wargame']","['Alliances', 'Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Bribery', 'Force Commitment', 'Map Deformation', 'Predictive Bid', 'Take That', 'Variable Player Powers']",2019,2,6,180,120,180,14,6175,8.01656,7.31232,1.57554,1302,266,3.9737,172,6,143
91,Paths of Glory,194,False,False,"['Wargame', 'World War I']","['Campaign / Battle Card Driven', 'Dice Rolling', 'Point to Point Movement']",1999,2,2,480,480,480,14,4871,8.05106,7.31142,1.65256,1749,658,3.8465,98,2,87
294484,Unmatched: Cobble & Fog,195,False,False,"['Card Game', 'Fantasy', 'Fighting', 'Horror', 'Miniatures', 'Novel-based']","['Action Points', 'Card Play Conflict Resolution', 'Hand Management', 'Point to Point Movement', 'Team-Based Game', 'Variable Player Powers']",2020,2,4,40,20,40,9,4387,8.14929,7.30684,1.19975,542,67,1.9851,48,2,41
306735,Under Falling Skies,196,False,False,"['Dice', 'Science Fiction']","['Dice Rolling', 'Modular Board', 'Once-Per-Game Abilities', 'Re-rolling and Locking', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Square Grid', 'Sudden Death Ending', 'Variable Set-up', 'Worker Placement', 'Worker Placement with Dice Workers']",2020,1,1,40,20,40,12,7602,7.78211,7.30656,1.13564,1228,178,2.4438,157,1,149
215,Tichu,197,False,False,['Card Game'],"['Hand Management', 'Ladder Climbing', 'Predictive Bid', 'Team-Based Game', 'Trick-taking']",1991,4,4,60,60,60,10,14478,7.57524,7.30606,1.68008,3566,945,2.3365,291,4,272
822,Carcassonne,198,False,False,"['City Building', 'Medieval', 'Territory Building']","['Area Majority / Influence', 'Map Addition', 'Tile Placement']",2000,2,5,45,30,45,7,114753,7.41437,7.30324,1.30628,20012,7887,1.9017,2305,2,1224
224037,Codenames: Duet,199,False,False,"['Card Game', 'Deduction', 'Spies/Secret Agents', 'Word Game']","['Communication Limits', 'Cooperative Game', 'Push Your Luck']",2017,2,2,30,15,30,11,19160,7.49198,7.30312,1.23146,2785,349,1.3467,246,2,222
223321,Detective: A Modern Crime Board Game,200,False,False,"['Deduction', 'Murder/Mystery']","['Cooperative Game', 'Solo / Solitaire Game', 'Storytelling']",2018,1,5,180,120,180,16,9233,7.75809,7.30027,1.62451,1630,199,2.7437,204,2,89
271055,Dwellings of Eldervale,201,False,False,['Fantasy'],"['Dice Rolling', 'Hand Management', 'Modular Board', 'Solo / Solitaire Game', 'Variable Player Powers', 'Worker Placement', 'Worker Placement, Different Worker Types']",2020,1,5,150,60,150,14,4050,8.21349,7.29944,1.51087,998,205,3.2439,134,3,72
146886,La Granja,202,False,False,"['Economic', 'Farming']","['Area Majority / Influence', 'Automatic Resource Growth', 'Contracts', 'Dice Rolling', 'Hand Management', 'Hidden Victory Points', 'Income', 'Multi-Use Cards', 'Open Drafting', 'Simultaneous Action Selection', 'Solo / Solitaire Game', 'Variable Player Powers', 'Victory Points as a Resource']",2014,1,4,120,90,120,12,10133,7.63068,7.2968,1.24926,1912,504,3.5675,184,3,72
9209,Ticket to Ride,203,False,False,['Trains'],"['Connections', 'Contracts', 'End Game Bonuses', 'Hand Management', 'Network and Route Building', 'Open Drafting', 'Push Your Luck', 'Set Collection']",2004,2,5,60,30,60,8,80674,7.40527,7.29411,1.29748,13612,4796,1.8401,987,4,671
7854,YINSH,204,False,False,['Abstract Strategy'],"['Catch the Leader', 'Grid Movement', 'Pattern Building']",2003,2,2,60,30,60,9,8297,7.70419,7.28967,1.31955,2107,586,2.6741,71,2,67
54998,Cyclades,205,False,False,"['Ancient', 'City Building', 'Civilization', 'Fighting', 'Miniatures', 'Mythology', 'Nautical']","['Area Majority / Influence', 'Area Movement', 'Auction/Bidding', 'Auction: Fixed Placement', 'Dice Rolling', 'Open Drafting', 'Set Collection', 'Variable Phase Order']",2009,2,5,90,60,90,13,19900,7.51638,7.28939,1.32551,3592,989,2.819,429,5,248
318977,MicroMacro: Crime City,206,False,False,"['Deduction', 'Murder/Mystery']","['Cooperative Game', 'Deduction', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game']",2020,1,4,45,15,45,12,10684,7.61772,7.28722,1.22113,1433,242,1.1157,244,2,189
239188,Chronicles of Crime,207,False,False,"['Adventure', 'Deduction', 'Murder/Mystery']","['Cooperative Game', 'Scenario / Mission / Campaign Game', 'Solo / Solitaire Game', 'Storytelling']",2018,1,4,90,60,90,12,19395,7.66707,7.28654,1.40966,3301,310,2.0871,314,2,205
129437,Legendary: A Marvel Deck Building Game,208,False,False,"['Card Game', 'Comic Book / Strip']","['Deck, Bag, and Pool Building', 'Events', 'Semi-Cooperative Game', 'Solo / Solitaire Game', 'Variable Set-up']",2012,1,5,60,30,60,14,21541,7.55102,7.28503,1.49384,3824,828,2.4336,449,3,241
176189,Zombicide: Black Plague,209,False,False,"['Adventure', 'Fantasy', 'Fighting', 'Horror', 'Medieval', 'Miniatures', 'Zombies']","['Cooperative Game', 'Dice Rolling', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Turn Order: Progressive', 'Variable Player Powers']",2015,1,6,180,60,180,14,14651,7.64748,7.28183,1.43496,2273,339,2.4956,202,3,119
188834,Secret Hitler,210,False,False,"['Bluffing', 'Card Game', 'Deduction', 'Humor', 'Party Game', 'Political', 'Print & Play', 'Spies/Secret Agents']","['Hidden Roles', 'Player Elimination', 'Team-Based Game', 'Traitor Game', 'Voting']",2016,5,10,45,45,45,13,23438,7.52951,7.28127,1.59947,3573,421,1.677,326,8,198
293014,Nidavellir,211,False,False,"['Fantasy', 'Mythology']","['Constrained Bidding', 'Open Drafting', 'Selection Order Bid', 'Set Collection', 'Simultaneous Action Selection', 'Turn Order: Auction', 'Victory Points as a Resource']",2020,2,5,45,45,45,10,9309,7.65624,7.27997,1.12686,1290,209,2.1388,198,3,131
109276,Kanban: Driver's Edition,212,False,False,"['Economic', 'Industry / Manufacturing']","['Action Points', 'Commodity Speculation', 'Variable Phase Order', 'Worker Placement']",2014,2,4,120,90,120,12,6453,7.81196,7.27942,1.43612,1271,526,4.3631,128,4,66
232832,Century: Golem Edition,213,False,False,"['Card Game', 'Economic', 'Fantasy']","['Action Retrieval', 'Contracts', 'Deck, Bag, and Pool Building', 'Hand Management', 'Increase Value of Unchosen Resources', 'Open Drafting', 'Set Collection']",2017,2,5,45,30,45,8,10032,7.64249,7.27558,1.19765,1685,209,1.6794,124,3,62
118,Modern Art,214,False,False,"['Card Game', 'Economic']","['Auction/Bidding', 'Auction: English', 'Auction: Once Around', 'Auction: Sealed Bid', 'Auction: Turn Order Until Pass', 'Commodity Speculation', 'Hand Management', 'Victory Points as a Resource']",1992,3,5,45,45,45,10,19521,7.46407,7.27507,1.32369,4890,1434,2.295,293,5,194
169426,Roll Player,215,False,False,"['Dice', 'Fantasy']","['Dice Rolling', 'Open Drafting', 'Role Playing', 'Set Collection', 'Variable Player Powers']",2016,1,4,90,60,90,10,17627,7.49129,7.27383,1.1945,2735,362,2.4282,240,3,101
156129,Deception: Murder in Hong Kong,216,False,False,"['Bluffing', 'Deduction', 'Murder/Mystery', 'Party Game']","['Communication Limits', 'Deduction', 'Events', 'Finale Ending', 'Hidden Roles', 'Storytelling', 'Team-Based Game', 'Traitor Game', 'Variable Set-up']",2014,4,12,20,20,20,14,19604,7.47667,7.27372,1.32772,3322,344,1.5872,241,7,140
555,The Princes of Florence,217,False,False,"['City Building', 'Renaissance']","['Auction/Bidding', 'End Game Bonuses', 'Grid Coverage', 'Tile Placement', 'Victory Points as a Resource']",2000,2,5,100,75,100,12,14981,7.52118,7.26988,1.35458,3925,1581,3.2467,267,5,187
158600,Hanamikoji,218,False,False,"['Card Game', 'Medieval', 'Video Game Theme']","['Area Majority / Influence', 'Force Commitment', 'Hand Management', 'I Cut, You Choose', 'Tug of War']",2013,2,2,15,15,15,10,14810,7.5169,7.26956,1.19197,2565,366,1.7158,129,2,126
146508,T.I.M.E Stories,219,False,False,"['Adventure', 'Arabian', 'Puzzle', 'Science Fiction']","['Cooperative Game', 'Dice Rolling', 'Move Through Deck', 'Narrative Choice / Paragraph', 'Storytelling', 'Variable Player Powers']",2015,2,4,90,90,90,12,26116,7.45194,7.26916,1.72003,3988,562,2.5979,354,4,266
271896,Star Wars: Outer Rim,220,False,False,"['Adventure', 'Exploration', 'Movies / TV / Radio theme', 'Science Fiction', 'Space Exploration']","['Dice Rolling', 'Die Icon Resolution', 'Modular Board', 'Pick-up and Deliver', 'Trading', 'Variable Player Powers']",2019,1,4,180,120,180,14,9173,7.71458,7.26879,1.30892,1430,246,2.4959,195,3,97
194655,Santorini,221,False,False,"['Abstract Strategy', 'Ancient', 'Mythology']","['Grid Movement', 'Map Reduction', 'Race', 'Square Grid', 'Team-Based Game', 'Three Dimensional Movement', 'Variable Player Powers']",2016,2,4,20,20,20,8,34399,7.40587,7.2685,1.31835,5336,661,1.7352,479,2,425
9216,Goa,222,False,False,"['Economic', 'Farming', 'Nautical', 'Renaissance']","['Auction/Bidding', 'Auction: Once Around', 'Hand Management', 'Push Your Luck', 'Tech Trees / Tech Tracks']",2004,2,4,90,90,90,12,11265,7.56992,7.26733,1.28822,3095,1141,3.3734,288,4,193
192291,Sushi Go Party!,223,False,False,"['Card Game', 'Party Game']","['Closed Drafting', 'End Game Bonuses', 'Hand Management', 'Set Collection', 'Simultaneous Action Selection', 'Variable Set-up']",2016,2,8,20,20,20,8,29138,7.42667,7.26723,1.14197,4011,517,1.3037,262,4,161
300531,Paleo,224,False,False,"['Card Game', 'Exploration', 'Prehistoric']","['Action/Event', 'Cooperative Game', 'Memory', 'Scenario / Mission / Campaign Game', 'Simultaneous Action Selection', 'Variable Set-up']",2020,1,4,60,45,60,10,7293,7.7885,7.26687,1.26336,969,235,2.6085,221,2,124
235802,Too Many Bones: Undertow,225,False,False,"['Adventure', 'Dice', 'Fantasy', 'Fighting']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Minimap Resolution', 'Role Playing', 'Solo / Solitaire Game', 'Tech Trees / Tech Tracks', 'Variable Player Powers']",2018,1,2,180,60,180,12,2478,8.71642,7.2628,1.30803,451,102,4.0098,50,2,33
